"recid","title","project","description","creator","rights","publisher","source","objectType","mainResource"
"mhdbdb.all","ALL: Allerheiligenlitanei","mhdbdb","Unknown Description","Katharina Zeppezauer-Wachauer","Creative Commons BY-NC 4.0","GAMS5","Github","TEI","TEI.xml"
