"recid","title","project","description","creator","rights","publisher","source","objectType","mainResource"
"mhdbdb.concepts","MHDBDB Semantic Concepts Taxonomy","mhdbdb","'Concepts' taxonomy developed and used in the MHDBDB project. The concepts are used to classify and describe the objects in the MHDBDB database, providing a structured way to understand and navigate the data.","Katharina Zeppezauer-Wachauer","Creative Commons BY-NC 4.0","GAMS5","Github","TEI","TEI.xml"
