"recid","title","project","description","creator","rights","publisher","source","objectType","mainResource"
"mhdbdb.abg","ABG: Von der Abgeschiedenheit","mhdbdb","Meister Eckhart: Die deutschen und lateinischen Werke. Hrsg. v. d. DFG. Die deutschen Werke. Fünfter Band: Meister Eckarts Traktate. Hg. und übersetzt von Josef Quint. Stuttgart 1963, 377-468 (Text, Anmerkungen, Nachtrag) und 539-547 (Übersetzung). – Digitale Fassung: Thomas Gloning, 1/2002","Katharina Zeppezauer-Wachauer","Creative Commons BY-NC 4.0","GAMS5","Github","TEI","TEI.xml"
