"recid","title","project","description","creator","rights","publisher","source","objectType","mainResource"
"mhdbdb.persons","MHDBDB Person Registry","mhdbdb","Person register of the Middle High German Database","Katharina Zeppezauer-Wachauer","Creative Commons BY-NC 4.0","GAMS5","Github","TEI","TEI.xml"
