"recid","title","project","description","creator","rights","publisher","source","objectType","mainResource"
"mhdbdb.adp","ADP: Altdeutsche Predigten","mhdbdb","Altdeutsche Predigten und Gebete aus Handschriften. Gesammelt und zur Herausgabe vorbereitet von Wilhelm Wackernagel. Hrsg. mit einem Vorwort von M. Rieger. Basel 1876","Katharina Zeppezauer-Wachauer","Creative Commons BY-NC 4.0","GAMS5","Github","TEI","TEI.xml"
