"recid","title","project","description","creator","rights","publisher","source","objectType","mainResource"
"mhdbdb.abs","ABS: Ein alemannisches Büchlein von guter Speise","mhdbdb","Anton Birlinger (Hg.): Ein alemannisches Büchlein von guter Speise. In: Sitzungsberichte der Königlich bayerischen Akademie der Wissenschaften zu München. Phil.-hist. Klasse. 1865. Band II. München 1865","Katharina Zeppezauer-Wachauer","Creative Commons BY-NC 4.0","GAMS5","Github","TEI","TEI.xml"
