"recid","title","project","description","creator","rights","publisher","source","objectType","mainResource"
"mhdbdb.ags","AGS: Der altgewordene Sünder","mhdbdb","Die Kleindichtung des Strickers. Gesamtausgabe in fünf Bänden. Hrsg. v. Wolfgang Wilfried Moelleken. Göppingen, 1974. (GAG 107/I-V)","Katharina Zeppezauer-Wachauer","Creative Commons BY-NC 4.0","GAMS5","Github","TEI","TEI.xml"
