"recid","title","project","description","creator","rights","publisher","source","objectType","mainResource"
"mhdbdb.alx","ALX: Von sant Alexius","mhdbdb","Von sant Alexius, In: Der Mönch von Heilsbronn. Zum ersten Male vollständig herausgegeben von Dr. J. F. L. Theod. Merzdorf. Berlin: H. Ebeling und C. Plahn, 1870, S. 147-159","Katharina Zeppezauer-Wachauer","Creative Commons BY-NC 4.0","GAMS5","Github","TEI","TEI.xml"
