"recid","title","project","description","creator","rights","publisher","source","objectType","mainResource"
"mhdbdb.ak","AK: Steirische Reimchronik","mhdbdb","Seemüller, Josef: Monumenta Germaniae Historica. Deutsche Chroniken. 5,1 u. 5,2 Ottokars Österreichische Reimchronik. Nach den Abschriften Franz Lichtensteins. Unveränderter Nachdruck der 1890-1893 bei der Hahnschen Buchhandlung, Hannover, erschienenen Ausgabe. München: Monumenta Germaniae Historica, 1980, S. 578-720. Elektronischer Text vorbereitet von Bettina Hatheyer","Katharina Zeppezauer-Wachauer","Creative Commons BY-NC 4.0","GAMS5","Github","TEI","TEI.xml"
