"recid","title","project","description","creator","rights","publisher","source","objectType","mainResource"
"mhdbdb.ac2","AC2: Der Ackermann aus Böhmen","mhdbdb","Der Ackermann aus Boehmen. Hrsg. v. Johann Knieschek. Prag: Verl. d. Vereins für Geschicht d. Deutschen in Boehmen, in Commission bei F.H. Brockhaus in Leipzig, 1877 (= Bibliothek der mittelhd. Litteratur in Boehmen, Bd. II)","Katharina Zeppezauer-Wachauer","Creative Commons BY-NC 4.0","GAMS5","Github","TEI","TEI.xml"
