"dsid","dspath","title","mimetype","description","creator","rights","tags","lang"
"DC.xml","DC.xml","DC.xml","text/xml","Datastream for DC.xml","MHDBDB","Creative Commons BY-NC 4.0","metadata"
"TEI.xml","TEI.xml","MHDBDB Text Type Taxonomy","text/xml","TEI file containing MHDBDB's Text Type Taxonomy","MHDBDBD","Creative Commons BY-NC 4.0","taxonomy","de;en"
